,Unnamed: 0,CASE_NUMBER,CASE_STATUS,CASE_RECEIVED_DATE,DECISION_DATE,EMPLOYER_NAME,PREVAILING_WAGE_SUBMITTED,PREVAILING_WAGE_SUBMITTED_UNIT,PAID_WAGE_SUBMITTED,PAID_WAGE_SUBMITTED_UNIT,JOB_TITLE,WORK_CITY,EDUCATION_LEVEL_REQUIRED,COLLEGE_MAJOR_REQUIRED,EXPERIENCE_REQUIRED_Y_N,EXPERIENCE_REQUIRED_NUM_MONTHS,COUNTRY_OF_CITIZENSHIP,PREVAILING_WAGE_SOC_CODE,PREVAILING_WAGE_SOC_TITLE,WORK_STATE,WORK_STATE_ABBREVIATION,WORK_POSTAL_CODE,FULL_TIME_POSITION_Y_N,VISA_CLASS,PREVAILING_WAGE_PER_YEAR,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,QOL_Poor,QOL_Average,QOL_High,QOL
85,98,I-200-14246-605442,certified,9/23/2014,9/29/2014,NETSKOPE INC,132038.0,year,133000.0,year,SR. SOFTWARE ENGINEER / DATA ANALYTICS ENGINEER,LOS ALTOS,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,132038.0,133000.0,software engineer,3885,,Average,,Average
86,99,I-200-14127-763083,certified,5/14/2014,5/20/2014,TARGET CORPORATION,131789.0,year,131789.0,year,SENIOR DATA SCIENTIST,MINNEAPOLIS,,,,,,15-1111,Computer and Information Research Scientists,Minnesota,MN,,y,H-1B,131789.0,131789.0,data scientist,3989,,Average,,Average
87,100,I-200-13253-090458,certified,9/10/2013,9/17/2013,ARCH SYSTEMS LLC,131331.0,year,145600.0,year,SR. DATA ANALYST,BALTIMORE,,,,,,15-1132,"Software Developers, Applications",Maryland,MD,,y,H-1B,131331.0,145600.0,data analyst,4029,,Average,,Average
88,101,I-200-15054-810279,certified,3/3/2015,3/9/2015,SILICON VALLEY DATA SCIENCE LLC,131269.0,year,150000.0,year,SENIOR DATA SCIENTIST,SUNNYVALE,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,94086,y,H-1B,131269.0,150000.0,data scientist,4168,,Average,,Average
89,102,I-200-15072-483254,certified,3/13/2015,3/19/2015,SILICON VALLEY DATA SCIENCE LLC,131269.0,year,150000.0,year,SENIOR DATA SCIENTIST,MOUNTAIN VIEW,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,94041,y,H-1B,131269.0,150000.0,data scientist,4169,,Average,,Average
90,103,I-200-14216-471812,certified,8/5/2014,8/11/2014,XAD INC,131269.0,year,145000.0,year,DATA SCIENTIST,MOUNTAIN VIEW,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,131269.0,145000.0,data scientist,4213,,Average,,Average
91,104,I-200-15041-205089,certified,2/10/2015,2/17/2015,APPLE INC,131269.0,year,140000.0,year,SR SOFTWARE ENGINEER BIG DATA,CUPERTINO,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,95014,y,H-1B,131269.0,140000.0,software engineer,4246,,Average,,Average
92,105,I-200-15076-995385,certified,3/19/2015,3/25/2015,CITIZEN VC INC,131269.0,year,140000.0,year,SOFTWARE ENGINEER / DATA SCIENTIST,PALO ALTO,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,94306,y,H-1B,131269.0,140000.0,software engineer,4258,,Average,,Average
93,106,I-200-14272-583867,certified,9/29/2014,10/3/2014,WAL-MART ASSOCIATES INC,131269.0,year,140000.0,year,DATA SCIENTIST,SUNNYVALE,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,94086,y,H-1B,131269.0,140000.0,data scientist,4276,,Average,,Average
94,107,I-200-14241-193802,certified,8/29/2014,9/5/2014,WAL-MART ASSOCIATES INC,131269.0,year,140000.0,year,DATA SCIENTIST,MOUNTAIN VIEW,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,131269.0,140000.0,data scientist,4277,,Average,,Average
95,108,I-200-14182-116067,certified,7/1/2014,7/8/2014,APPLE INC,131269.0,year,135000.0,year,SOFTWARE ENGINEER APPS - DATA WAREHOUSE DELIVERY L,CUPERTINO,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,131269.0,135000.0,software engineer,4342,,Average,,Average
96,109,I-200-14274-329636,certified,10/1/2014,10/7/2014,WAL-MART ASSOCIATES INC,131269.0,year,132990.0,year,SENIOR SOFTWARE ENGINEER / SENIOR DATA SCIENTIST,SUNNYVALE,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,94086,y,H-1B,131269.0,132990.0,software engineer,4366,,Average,,Average
97,110,I-200-14272-018736,certified,9/29/2014,10/3/2014,APPLE INC,131269.0,year,131269.0,year,MAPS SR. SOFTWARE ENGINEER - JAVA/BIG DATA,CUPERTINO,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,95014,y,H-1B,131269.0,131269.0,software engineer,4411,,Average,,Average
98,111,I-200-14336-354748,certified,12/3/2014,12/9/2014,APPLE INC,131269.0,year,131269.0,year,SENIOR SOFTWARE ENGINEER - BIG DATA (MAPS),CUPERTINO,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,95014,y,H-1B,131269.0,131269.0,software engineer,4434,,Average,,Average
99,112,I-200-15049-413734,certified,2/18/2015,2/24/2015,APPLE INC,131269.0,year,131269.0,year,MAPS SR. SOFTWARE ENGINEER - BIG DATA/HADOOP,CUPERTINO,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,95014,y,H-1B,131269.0,131269.0,software engineer,4460,,Average,,Average
100,113,I-200-14065-118807,certified,3/6/2014,3/12/2014,SLALOM LLC,130790.0,year,131000.0,year,SR. DATA GOVERNANCE BUSINESS ANALYST,SAN FRANCISCO,,,,,,13-1111,Management Analysts,California,CA,,y,H-1B,130790.0,131000.0,business analyst,4538,,Average,,Average
101,114,I-200-13148-793997,certified,5/31/2013,6/6/2013,YAHOO! INC,130055.0,year,130055.0,year,DATA SCIENTIST,SUNNYVALE,,,,,,15-1111,Computer and Information Research Scientists,California,CA,,y,H-1B,130055.0,130055.0,data scientist,4583,,Average,,Average
102,115,I-200-12279-864733,certified,10/5/2012,10/12/2012,DROPBOX INC,129022.0,year,155000.0,year,SOFTWARE ENGINEER/DATABASE ADMINISTRATOR,SAN FRANCISCO,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,129022.0,155000.0,software engineer,4741,,Average,,Average
103,116,I-200-13162-135949,certified,6/11/2013,6/17/2013,TWITTER INC,129022.0,year,140000.0,year,"SOFTWARE ENGINEER, DATA INFRASTRUCTURE",SAN FRANCISCO,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,129022.0,140000.0,software engineer,4750,,Average,,Average
104,117,I-200-13053-425360,certified,2/22/2013,2/28/2013,ZSCALER INC,129022.0,year,130000.0,year,"BIG DATA SOFTWARE ENGINEER, EMERGING TECHNOLOGIES",SAN JOSE,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,129022.0,130000.0,software engineer,4762,,Average,,Average
105,118,I-200-13030-695233,certified,1/31/2013,2/6/2013,LINKEDIN CORPORATION,128835.0,year,154500.0,year,"DIRECTOR, BUSINESS ANALYTICS (DATA SCIENTIST)",MOUNTAIN VIEW,,,,,,13-1161,Market Research Analysts and Marketing Specialists,California,CA,,y,H-1B,128835.0,154500.0,data scientist,4796,,Average,,Average
106,119,I-200-13302-298223,certified,10/31/2013,11/6/2013,FINANCIAL ENGINES INC,128378.0,year,132700.0,year,SR. DATA ANALYST,SAN JOSE,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,128378.0,132700.0,data analyst,4883,,Average,,Average
107,120,I-200-14085-019332,certified,4/10/2014,4/16/2014,EBAY INC,128378.0,year,129000.0,year,DATA SCIENTIST,SAN JOSE,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,128378.0,129000.0,data scientist,4884,,Average,,Average
108,121,I-200-13072-615557,certified,3/15/2013,3/21/2013,APPLE INC,128294.0,year,155000.0,year,DATA SCIENTIST,CUPERTINO,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,128294.0,155000.0,data scientist,4903,,Average,,Average
109,122,I-200-13066-063267,certified,3/7/2013,3/13/2013,APPLE INC,128294.0,year,130000.0,year,"SIRI SOFTWARE ENGINEER, DATA",CUPERTINO,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,128294.0,130000.0,software engineer,4970,,Average,,Average
110,123,I-200-14164-257386,certified,6/13/2014,6/20/2014,AT&T SERVICES INC,127150.0,year,143000.0,year,SENIOR-DATA SCIENTIST,PALO ALTO,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,127150.0,143000.0,data scientist,5234,,Average,,Average
111,124,I-200-13292-149138,certified-withdrawn,10/19/2013,1/15/2014,PROTEUS DIGITAL HEALTH INC,127150.0,year,132000.0,year,SENIOR DATA SCIENTIST,REDWOOD CITY,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,127150.0,132000.0,data scientist,5293,,Average,,Average
112,125,I-200-14093-173299,certified,4/3/2014,4/9/2014,NETSKOPE INC,127150.0,year,130000.0,year,SR. SOFTWARE ENGINEER / DATA ANALYTICS ENGINEER,LOS ALTOS,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,127150.0,130000.0,software engineer,5320,,Average,,Average
113,126,I-200-14293-027535,certified,10/20/2014,10/24/2014,PANDORA MEDIA INC,126630.0,year,162000.0,year,"SR. SOFTWARE ENGINEER, BIG DATA - ENTERPRISE SYSTEMS",OAKLAND,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,94612,y,H-1B,126630.0,162000.0,software engineer,5491,,Average,,Average
114,127,I-200-15037-870846,certified,2/6/2015,2/17/2015,DATAMINR INC,126422.0,year,180000.0,year,SENIOR DATA SCIENTIST,NEW YORK,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",New York,NY,10016,y,H-1B,126422.0,180000.0,data scientist,5625,,Average,,Average
115,128,I-200-15036-442592,certified,2/5/2015,2/13/2015,DATAMINR INC,126422.0,year,145000.0,year,DATA SCIENTIST,NEW YORK,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",New York,NY,10016,y,H-1B,126422.0,145000.0,data scientist,5641,,Average,,Average
116,129,I-200-14153-864348,certified,6/4/2014,6/10/2014,SALESFORCECOM INC,126006.0,year,150000.0,year,SENIOR SOFTWARE ENGINEER - DATA CENTER AUTOMATION,SAN FRANCISCO,,,,,,15-1133,"Software Developers, Systems Software",California,CA,,y,H-1B,126006.0,150000.0,software engineer,5906,,Average,,Average
117,130,I-200-14259-859939,certified,9/16/2014,9/22/2014,CREATIVE INFORMATION TECHNOLOGY INC,60.46,hour,84.0,hour,SOFTWARE ENGINEER/DATA ARCHITECT,WASHINGTON,,,,,,15-1132,"Software Developers, Applications",District of Columbia,DC,,y,H-1B,125756.8,174720.0,software engineer,6047,,Average,,Average
118,131,I-200-15076-268290,certified,3/17/2015,3/23/2015,BLOOMBERG LP,125133.0,year,140000.0,year,FINANCIAL DATA SCIENTIST/QUANT,NEW YORK,,,,,,13-2051,FINANCIAL ANALYSTS,New York,NY,10022,y,H-1B,125133.0,140000.0,data scientist,6093,,Average,,Average
119,132,I-200-15057-356262,certified,2/27/2015,3/5/2015,KCG AMERICAS LLC,125008.0,year,135000.0,year,DATA SCIENTIST,JERSEY CITY,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,New Jersey,NJ,07310,y,H-1B,125008.0,135000.0,data scientist,6109,,Average,,Average
120,133,I-200-15068-073843,certified,3/9/2015,3/13/2015,VISIBLE WORLD INC,125008.0,year,127000.0,year,DATA SCIENTIST,NEW YORK,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,New York,NY,10001,y,H-1B,125008.0,127000.0,data scientist,6110,,Average,,Average
121,134,I-200-15058-985200,certified,2/27/2015,3/5/2015,VISIBLE WORLD INC,125008.0,year,125008.0,year,DATA SCIENTIST,NEW YORK,,,,,,15-2031,OPERATIONS RESEARCH ANALYSTS,New York,NY,10001,y,H-1B,125008.0,125008.0,data scientist,6111,,Average,,Average
122,135,I-200-14042-687935,withdrawn,2/11/2014,2/12/2014,GROUPON INC,125007.3,year,100173.0,year,DATA SCIENTIST,CHICAGO,,,,,,15-1141,Database Administrators,Illinois,IL,,y,H-1B,125007.3,100173.0,data scientist,6115,,Average,,Average
123,136,I-200-13161-660934,certified,6/10/2013,6/14/2013,TWITTER INC,124987.0,year,158600.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,124987.0,158600.0,data scientist,6134,,Average,,Average
124,137,I-200-12258-480443,certified-withdrawn,9/20/2012,3/24/2015,DRAWBRIDGE INC,124987.0,year,135000.0,year,SOFTWARE ENGINEER (HADOOP DATA ENGINEER),SAN MATEO,,,,,,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",California,CA,94403,y,H-1B,124987.0,135000.0,software engineer,6193,,Average,,Average
125,138,I-200-13059-586850,certified,3/1/2013,3/7/2013,RICHRELEVANCE INC,124987.0,year,135000.0,year,SENIOR SOFTWARE ENGINEER - DATA PLATFORM,SAN FRANCISCO,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,124987.0,135000.0,software engineer,6201,,Average,,Average
126,139,I-200-13127-094417,certified,5/8/2013,5/14/2013,ODESK CORPORATION,124987.0,year,135000.0,year,DATA SCIENTIST,REDWOOD CITY,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,124987.0,135000.0,data scientist,6208,,Average,,Average
127,140,I-200-13120-732739,certified-withdrawn,5/2/2013,7/31/2014,LIVERAMP INC,124987.0,year,130000.0,year,SENIOR DATA SOFTWARE ENGINEER,SAN FRANCISCO,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,124987.0,130000.0,software engineer,6214,,Average,,Average
128,141,I-200-13063-790523,certified,3/7/2013,3/13/2013,SILVER SPRING NETWORKS INC,124987.0,year,124987.0,year,DATABASE SOFTWARE DEVELOPER (SOFTWARE ENGINEER (AP,REDWOOD CITY,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,124987.0,124987.0,software engineer,6304,,Average,,Average
129,142,I-200-14206-410474,certified,7/25/2014,7/31/2014,GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENT,123864.0,year,175000.0,year,SENIOR DATA SCIENTIST,SAN RAMON,,,,,,15-1111,Computer and Information Research Scientists,California,CA,,y,H-1B,123864.0,175000.0,data scientist,6613,,Average,,Average
130,143,I-200-14342-996832,certified,12/9/2014,12/15/2014,GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,123864.0,year,135000.0,year,SENIOR DATA SCIENTIST,SAN RAMON,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94583,y,H-1B,123864.0,135000.0,data scientist,6616,,Average,,Average
131,144,I-200-15041-293692,certified,2/11/2015,2/18/2015,GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,123864.0,year,135000.0,year,SENIOR DATA SCIENTIST,SAN RAMON,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94583,y,H-1B,123864.0,135000.0,data scientist,6617,,Average,,Average
132,145,I-200-15058-315083,certified,2/27/2015,3/5/2015,GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,123864.0,year,135000.0,year,SENIOR DATA SCIENTIST,SAN RAMON,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94583,y,H-1B,123864.0,135000.0,data scientist,6618,,Average,,Average
133,146,I-200-15065-325488,certified,3/9/2015,3/13/2015,GENERAL ELECTRIC COMPANY - GE GLOBAL RESEARCH CENTER,123864.0,year,125000.0,year,SENIOR DATA SCIENTIST,SAN RAMON,,,,,,15-1111,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,California,CA,94583,y,H-1B,123864.0,125000.0,data scientist,6622,,Average,,Average
134,147,I-200-14352-349426,certified,12/18/2014,12/24/2014,SYMANTEC CORPORATION,123800.0,year,144524.0,year,DATA SCIENTIST DIRECTOR,MOUNTAIN VIEW,,,,,,11-3021,COMPUTER AND INFORMATION SYSTEMS MANAGERS,California,CA,94043,y,H-1B,123800.0,144524.0,data scientist,6625,,Average,,Average
135,148,I-200-14108-750766,certified-withdrawn,4/18/2014,9/8/2014,TWO SIGMA INVESTMENTS LLC,123739.0,year,140000.0,year,DATA ANALYST,NEW YORK,,,,,,15-1133,"Software Developers, Systems Software",New York,NY,,y,H-1B,123739.0,140000.0,data analyst,6722,,Average,,Average
136,149,I-200-14018-996340,certified,2/3/2014,2/7/2014,TWITTER INC,123552.0,year,130000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,123552.0,130000.0,data scientist,6770,,Average,,Average
137,150,I-200-14041-228635,certified,2/10/2014,2/15/2014,TWITTER INC,123552.0,year,130000.0,year,DATA SCIENTIST,SAN FRANCISCO,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,123552.0,130000.0,data scientist,6771,,Average,,Average
138,151,I-200-13318-650979,certified,11/14/2013,11/20/2013,AGGEGATE KNOWLEDGE INC,123552.0,year,125000.0,year,PRINCIPAL DATA SCIENTIST,SAN MATEO,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,123552.0,125000.0,data scientist,6772,,Average,,Average
139,152,I-200-14160-773450,certified,6/9/2014,6/14/2014,ESURANCE INSURANCE SERVICES INC,123552.0,year,125000.0,year,LEAD DATA SCIENTIST MANAGER,SAN FRANCISCO,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,123552.0,125000.0,data scientist,6773,,Average,,Average
140,153,I-200-14077-013466,certified,3/19/2014,3/27/2014,FACEBOOK INC,123526.0,year,140000.0,year,DATA SCIENTIST,MENLO PARK,,,,,,19-3022,Survey Researchers,California,CA,,y,H-1B,123526.0,140000.0,data scientist,6789,,Average,,Average
141,154,I-200-14052-339642,certified,2/26/2014,3/4/2014,FACEBOOK INC,123526.0,year,130000.0,year,DATA SCIENTIST,MENLO PARK,,,,,,15-1111,Computer and Information Research Scientists,California,CA,,y,H-1B,123526.0,130000.0,data scientist,6801,,Average,,Average
142,155,I-203-11312-858254,denied,11/8/2011,11/16/2011,1618LABS INC,123344.0,year,125000.0,year,DATA SCIENTIST,LOS ALTOS,,,,,,15-2021,Mathematicians,California,CA,,y,E-3 Australian,123344.0,125000.0,data scientist,6812,,Average,,Average
143,156,I-203-11322-258348,certified,11/18/2011,11/25/2011,1618LABS INC,123344.0,year,125000.0,year,DATA SCIENTIST,LOS ALTOS,,,,,,15-2021,Mathematicians,California,CA,,y,E-3 Australian,123344.0,125000.0,data scientist,6813,,Average,,Average
144,157,I-200-11293-450145,certified,10/20/2011,10/26/2011,LINKEDIN CORPORATION,123200.0,year,123200.0,year,SOFTWARE ENGINEER (SENIOR DATA SERVICES ENGINEER),MOUNTAIN VIEW,,,,,,15-1132,"Software Developers, Applications",California,CA,,y,H-1B,123200.0,123200.0,software engineer,6861,,Average,,Average
145,158,I-200-14057-159140,certified,2/28/2014,3/6/2014,VOICEBOX TECHNOLOGIES CORPORATION,123198.0,year,140000.0,year,SR. DATA SCIENTIST,BELLEVUE,,,,,,15-1111,Computer and Information Research Scientists,Washington,WA,,y,H-1B,123198.0,140000.0,data scientist,6863,,Average,,Average
146,159,I-200-14307-679220,certified,11/3/2014,11/7/2014,EBAY INC,122762.0,year,128000.0,year,SR. DATA/BUSINESS ANALYST,SAN JOSE,,,,,,15-1121,COMPUTER SYSTEMS ANALYSTS,California,CA,95125,y,H-1B,122762.0,128000.0,business analyst,6941,,Average,,Average
147,160,I-200-15065-446740,certified,3/10/2015,3/19/2015,MEOW GLOBAL NETWORKS INC,122699.0,year,125000.0,year,DATA SCIENTIST,LOS ANGELES,,,,,,15-2021,MATHEMATICIANS,California,CA,90012,y,H-1B,122699.0,125000.0,data scientist,6968,,Average,,Average
148,161,I-200-14195-198255,certified,7/14/2014,7/18/2014,DOXIMITY INC,122470.0,year,150000.0,year,HEAD DATA SCIENTIST,SAN MATEO,,,,,,15-1141,Database Administrators,California,CA,,y,H-1B,122470.0,150000.0,data scientist,6987,,Average,,Average
149,162,I-200-14195-884496,certified,7/14/2014,7/18/2014,DOXIMITY INC,122470.0,year,150000.0,year,HEAD DATA SCIENTIST,SAN MATEO,,,,,,15-1141,Database Administrators,California,CA,,y,H-1B,122470.0,150000.0,data scientist,6988,,Average,,Average
150,163,I-200-13063-362648,certified-withdrawn,3/5/2013,5/27/2014,FACEBOOK INC,122227.0,year,125000.0,year,DATA SCIENTIST,MENLO PARK,,,,,,15-1799,"Computer Occupations, All Other",California,CA,,y,H-1B,122227.0,125000.0,data scientist,7054,,Average,,Average
151,164,I-200-11255-758457,certified-withdrawn,9/12/2011,12/9/2013,TWITTER INC,122200.0,year,122200.0,year,"DATA SCIENTIST, MONETIZATION",SAN FRANCISCO,,,,,,15-1031.00,"Computer Software Engineers, Applications",California,CA,,y,H-1B,122200.0,122200.0,data scientist,7097,,Average,,Average
152,165,I-200-14035-941325,certified,2/27/2014,3/5/2014,APPNEXUS INC,122179.0,year,130000.0,year,SOFTWARE ENGINEER - DATA INFRASTRUCTURE,NEW YORK,,,,,,15-1132,"Software Developers, Applications",New York,NY,,y,H-1B,122179.0,130000.0,software engineer,7169,,Average,,Average
153,166,I-200-15050-027756,certified,2/19/2015,2/25/2015,BAIDU USA LLC,122096.0,year,142500.0,year,DATA SCIENTIST - BIG DATA,SUNNYVALE,,,,,,15-2041,STATISTICIANS,California,CA,94089,y,H-1B,122096.0,142500.0,data scientist,7289,,Average,,Average
154,167,I-200-15059-046546,certified,3/2/2015,3/6/2015,ROBERT BOSCH LLC,122096.0,year,125000.0,year,DATA SCIENTIST,PALO ALTO,,,,,,15-2041,STATISTICIANS,California,CA,94304,y,H-1B,122096.0,125000.0,data scientist,7294,,Average,,Average
155,168,I-200-15059-908747,certified,3/2/2015,3/6/2015,ROBERT BOSCH LLC,122096.0,year,125000.0,year,STATISTICIAN / DATA SCIENTIST,PALO ALTO,,,,,,15-2041,STATISTICIANS,California,CA,94304,y,H-1B,122096.0,125000.0,data scientist,7295,,Average,,Average
156,169,I-200-15061-423038,certified,3/6/2015,3/12/2015,AT&T SERVICES INC,122096.0,year,125000.0,year,PROFESSIONAL-DATA SCIENTIST,PALO ALTO,,,,,,15-2041,STATISTICIANS,California,CA,94301,y,H-1B,122096.0,125000.0,data scientist,7296,,Average,,Average
157,170,I-200-14216-648695,certified,8/6/2014,8/12/2014,GROUPON INC,122096.0,year,125000.0,year,DATA SCIENTIST,PALO ALTO,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,122096.0,125000.0,data scientist,7297,,Average,,Average
158,171,I-200-14269-528118,certified,10/23/2014,10/29/2014,LINKEDIN CORPORATION,122096.0,year,122096.0,year,SENIOR DATA SCIENTIST,MOUNTAIN VIEW,,,,,,15-2041,STATISTICIANS,California,CA,94043,y,H-1B,122096.0,122096.0,data scientist,7299,,Average,,Average
159,172,I-200-14245-504897,certified,9/4/2014,9/10/2014,MACHINE ZONE INC,122096.0,year,122096.0,year,DATA ANALYST,PALO ALTO,,,,,,15-2041,Statisticians,California,CA,,y,H-1B,122096.0,122096.0,data analyst,7300,,Average,,Average
160,173,I-200-14085-274337,certified-withdrawn,3/26/2014,9/30/2014,AT&T SERVICES INC,121950.0,year,140000.0,year,SENIOR BIG DATA SCIENTIST,PALO ALTO,,,,,,15-1111,Computer and Information Research Scientists,California,CA,,y,H-1B,121950.0,140000.0,data scientist,7309,,Average,,Average
161,174,I-200-13239-675664,certified,8/27/2013,9/3/2013,LINKEDIN CORPORATION,121950.0,year,121950.0,year,SENIOR DATA SCIENTIST,MOUNTAIN VIEW,,,,,,15-1111,Computer and Information Research Scientists,California,CA,,y,H-1B,121950.0,121950.0,data scientist,7311,,Average,,Average
162,175,I-200-15056-842338,certified,2/25/2015,3/3/2015,LEEO INC,121909.0,year,130000.0,year,DATA SCIENTIST,PALO ALTO,,,,,,11-3021,COMPUTER AND INFORMATION SYSTEMS MANAGERS,California,CA,94303,y,H-1B,121909.0,130000.0,data scientist,7314,,Average,,Average
163,176,I-200-12234-311515,certified-withdrawn,8/21/2012,10/3/2012,EBH ENTERPRISES INC,121202.0,year,185000.0,year,DATA SCIENTIST,NEW YORK,,,,,,15-1132,"Software Developers, Applications",New York,NY,,y,H-1B,121202.0,185000.0,data scientist,7381,,Average,,Average
164,177,I-200-12234-815169,certified-withdrawn,8/21/2012,9/8/2014,EBH ENTERPRISES INC,121202.0,year,128000.0,year,DATA SCIENTIST,NEW YORK,,,,,,15-1132,"Software Developers, Applications",New York,NY,,y,H-1B,121202.0,128000.0,data scientist,7432,,Average,,Average
165,178,I-200-12342-701267,certified,12/7/2012,12/13/2012,UBS SERVICES LLC,121202.0,year,122000.0,year,"ASSOCIATE DIRECTOR,  SENIOR DATA ANALYST",NEW YORK,,,,,,15-1132,"Software Developers, Applications",New York,NY,,y,H-1B,121202.0,122000.0,data analyst,7443,,Average,,Average
166,179,I-200-12354-804237,certified,12/19/2012,12/26/2012,UBS SERVICES LLC,121202.0,year,122000.0,year,"ASSOCIATE DIRECTOR,  SENIOR DATA ANALYST",JERSEY CITY,,,,,,15-1132,"Software Developers, Applications",New Jersey,NJ,,y,H-1B,121202.0,122000.0,data analyst,7444,,Average,,Average
